date,product,category,region,sales_channel,quantity,unit_price,revenue,cost,profit
2024-12-16,Coffee Machine,Appliances,East,Online,12,287.15,3445.8,1791.82,1653.98
2024-12-16,Wireless Mouse,Electronics,East,Wholesale,28,16.39,458.92,183.57,275.35
2024-12-16,Monitor 27inch,Electronics,South,Retail,8,380.29,3042.32,1825.39,1216.93
2024-12-16,Notebook Pack,Stationery,East,B2B,25,18.43,460.75,138.22,322.53
2024-12-16,Webcam HD,Accessories,South,Wholesale,4,49.98,199.92,83.97,115.95
2024-12-16,Whiteboard,Stationery,West,B2B,19,31.21,592.99,237.2,355.79
2024-12-17,Wireless Mouse,Electronics,Central,Online,8,41.04,328.32,131.33,196.99
2024-12-17,Printer Paper,Stationery,North,Online,25,13.2,330.0,82.5,247.5
2024-12-17,Printer Paper,Stationery,South,,11,12.51,137.61,34.4,103.21
2024-12-17,Wireless Mouse,Electronics,Central,,28,31.33,877.24,350.9,526.34
2024-12-17,USB-C Hub,Electronics,South,Online,33,40.38,1332.54,599.64,732.9
2024-12-17,Monitor 27inch,Electronics,North,Wholesale,16,309.95,4959.2,2975.52,1983.68
2024-12-17,Office Chair,Furniture,North,Retail,18,298.45,5372.1,2954.66,2417.44
2024-12-18,Webcam HD,Accessories,West,B2B,5,55.35,276.75,116.23,160.52
2024-12-18,Desk Lamp,Furniture,Central,Retail,11,58.18,639.98,223.99,415.99
2024-12-18,Webcam HD,Accessories,Central,Online,9,77.01,693.09,291.1,401.99
2024-12-18,Wireless Mouse,Electronics,North,Retail,5,20.07,100.35,40.14,60.21
2024-12-18,Webcam HD,Accessories,East,B2B,9,112.48,1012.32,425.17,587.15
2024-12-18,Monitor 27inch,Electronics,Central,B2B,16,257.61,4121.76,2473.06,1648.7
2024-12-18,Desk Lamp,Furniture,West,Retail,2,33.42,66.84,23.39,43.45
2024-12-19,USB-C Hub,Electronics,South,Wholesale,21,59.34,1246.14,560.76,685.38
2024-12-19,Mechanical Keyboard,Electronics,East,Online,15,84.44,1266.6,633.3,633.3
2024-12-19,Standing Desk,Furniture,East,Wholesale,15,327.07,4906.05,2845.51,2060.54
2024-12-19,Notebook Pack,Stationery,West,Online,26,13.2,343.2,102.96,240.24
2024-12-19,Headset Pro,Accessories,North,Wholesale,25,71.65,1791.25,859.8,931.45
2024-12-19,Notebook Pack,Stationery,South,Wholesale,15,11.22,168.3,50.49,117.81
2024-12-19,Monitor 27inch,Electronics,North,Online,33,344.88,11381.04,6828.62,4552.42
2024-12-20,Mechanical Keyboard,Electronics,South,Wholesale,26,62.11,1614.86,807.43,807.43
2024-12-20,Printer Paper,Stationery,North,Online,16,12.65,202.4,50.6,151.8
2024-12-20,Laptop Pro,Electronics,East,Wholesale,11,1336.22,14698.42,9553.97,5144.45
2024-12-21,Office Chair,Furniture,South,Wholesale,2,358.03,716.06,393.83,322.23
2024-12-21,Printer Paper,Stationery,South,B2B,2,23.77,47.54,11.88,35.66
2024-12-21,Water Purifier,Appliances,South,B2B,5,171.7,858.5,472.18,386.32
2024-12-21,Laptop Pro,Electronics,West,B2B,30,875.71,26271.3,17076.35,9194.95
2024-12-21,Desk Lamp,Furniture,Central,B2B,33,51.69,1705.77,597.02,1108.75
2024-12-22,Coffee Machine,Appliances,South,Retail,32,112.01,3584.32,1863.85,1720.47
2024-12-22,Webcam HD,Accessories,North,Wholesale,29,104.64,3034.56,1274.52,1760.04
2024-12-22,Whiteboard,Stationery,South,Wholesale,21,76.73,1611.33,644.53,966.8
2024-12-22,Headset Pro,Accessories,West,B2B,8,74.78,598.24,287.16,311.08
2024-12-22,Headset Pro,Accessories,Central,Retail,14,122.19,1710.66,821.12,889.54
2024-12-23,Mechanical Keyboard,Electronics,West,Online,15,91.39,1370.85,685.42,685.43
2024-12-23,Headset Pro,Accessories,East,Online,9,58.94,530.46,254.62,275.84
2024-12-23,Wireless Mouse,Electronics,South,Online,18,24.92,448.56,179.42,269.14
2024-12-23,Standing Desk,Furniture,North,Retail,19,675.06,12826.14,7439.16,5386.98
2024-12-23,Wireless Mouse,Electronics,West,B2B,16,18.2,291.2,116.48,174.72
2024-12-23,Headset Pro,Accessories,North,Wholesale,14,142.1,1989.4,954.91,1034.49
2024-12-24,Whiteboard,Stationery,West,Online,14,34.14,477.96,191.18,286.78
2024-12-24,Desk Lamp,Furniture,West,Wholesale,21,49.77,1045.17,365.81,679.36
2024-12-24,Printer Paper,Stationery,West,Online,2,18.32,36.64,9.16,27.48
2024-12-24,Webcam HD,Accessories,South,B2B,21,82.97,1742.37,731.8,1010.57
2024-12-24,Water Purifier,Appliances,South,Online,30,168.69,5060.7,2783.39,2277.31
2024-12-24,Desk Lamp,Furniture,North,Retail,32,39.46,1262.72,441.95,820.77
2024-12-25,Water Purifier,Appliances,East,Online,29,360.54,10455.66,5750.61,4705.05
2024-12-25,Wireless Mouse,Electronics,Central,B2B,12,26.46,317.52,127.01,190.51
2024-12-25,Mechanical Keyboard,Electronics,East,Online,1,131.92,131.92,65.96,65.96
2024-12-25,Laptop Pro,Electronics,South,Online,33,1410.72,46553.76,30259.94,16293.82
2024-12-25,Standing Desk,Furniture,North,Wholesale,16,453.23,7251.68,4205.97,3045.71
2024-12-25,Wireless Mouse,Electronics,Central,Retail,8,22.64,181.12,72.45,108.67
2024-12-26,Monitor 27inch,Electronics,South,B2B,18,407.6,7336.8,4402.08,2934.72
2024-12-26,Coffee Machine,Appliances,West,B2B,2,349.85,699.7,363.84,335.86
2024-12-26,Whiteboard,Stationery,West,B2B,9,67.3,605.7,242.28,363.42
2024-12-26,Webcam HD,Accessories,North,B2B,30,57.5,1725.0,724.5,1000.5
2024-12-26,Desk Lamp,Furniture,East,B2B,28,49.81,1394.68,488.14,906.54
2024-12-26,Mechanical Keyboard,Electronics,West,B2B,29,91.17,2643.93,1321.96,1321.97
2024-12-26,Webcam HD,Accessories,East,Retail,1,75.95,75.95,31.9,44.05
2024-12-26,USB-C Hub,Electronics,East,Wholesale,2,63.78,127.56,57.4,70.16
2024-12-26,Mechanical Keyboard,Electronics,Central,Wholesale,18,126.85,2283.3,1141.65,1141.65
2024-12-27,Webcam HD,Accessories,East,B2B,21,116.11,2438.31,1024.09,1414.22
2024-12-27,Desk Lamp,Furniture,North,Wholesale,25,26.31,657.75,230.21,427.54
2024-12-27,Headset Pro,Accessories,Central,Wholesale,1,117.57,117.57,56.43,61.14
2024-12-27,Wireless Mouse,Electronics,West,Online,18,36.28,653.04,261.22,391.82
2024-12-27,Monitor 27inch,Electronics,South,Online,1,478.54,478.54,287.12,191.42
2024-12-28,Notebook Pack,Stationery,East,,29,13.02,377.58,113.27,264.31
2024-12-28,Water Purifier,Appliances,East,Wholesale,18,324.37,5838.66,3211.26,2627.4
2024-12-28,Printer Paper,Stationery,Central,Wholesale,23,15.02,345.46,86.36,259.1
2024-12-28,Wireless Mouse,Electronics,East,Wholesale,1,17.48,17.48,6.99,10.49
2024-12-28,Printer Paper,Stationery,South,Wholesale,21,8.52,178.92,44.73,134.19
2024-12-28,USB-C Hub,Electronics,Central,Wholesale,21,66.06,1387.26,624.27,762.99
2024-12-28,Webcam HD,Accessories,South,,7,103.88,727.16,305.41,421.75
2024-12-28,Whiteboard,Stationery,South,Online,30,60.03,1800.9,720.36,1080.54
2024-12-29,Whiteboard,Stationery,East,B2B,16,58.63,938.08,375.23,562.85
2024-12-29,Mechanical Keyboard,Electronics,South,B2B,16,88.27,1412.32,706.16,706.16
2024-12-29,Standing Desk,Furniture,North,Retail,32,405.39,12972.48,7524.04,5448.44
2024-12-29,Printer Paper,Stationery,North,Retail,2,18.55,37.1,9.28,27.82
2024-12-29,Notebook Pack,Stationery,South,B2B,1,17.63,17.63,5.29,12.34
2024-12-29,Laptop Pro,Electronics,Central,Online,14,1101.04,15414.56,10019.46,5395.1
2024-12-29,Mechanical Keyboard,Electronics,East,Retail,15,134.37,2015.55,1007.77,1007.78
2024-12-29,Printer Paper,Stationery,South,Online,22,16.55,364.1,91.03,273.07
2024-12-29,Laptop Pro,Electronics,East,Retail,9,1020.7,9186.3,5971.09,3215.21
2024-12-29,Mechanical Keyboard,Electronics,Central,Online,21,61.37,1288.77,644.38,644.39
2024-12-29,Mechanical Keyboard,Electronics,East,Retail,32,83.3,2665.6,1332.8,1332.8
2024-12-29,Coffee Machine,Appliances,North,Retail,9,348.0,3132.0,1628.64,1503.36
2024-12-30,Standing Desk,Furniture,North,Retail,4,436.75,1747.0,1013.26,733.74
2024-12-30,Desk Lamp,Furniture,East,Wholesale,29,30.64,888.56,311.0,577.56
2024-12-30,Monitor 27inch,Electronics,North,Retail,15,343.92,5158.8,3095.28,2063.52
2024-12-30,Notebook Pack,Stationery,Central,Wholesale,16,17.95,287.2,86.16,201.04
2024-12-30,Laptop Pro,Electronics,East,Retail,4,940.33,3761.32,2444.86,1316.46
2024-12-30,Whiteboard,Stationery,Central,B2B,32,35.59,1138.88,455.55,683.33
2024-12-31,Webcam HD,Accessories,East,Wholesale,5,67.98,339.9,142.76,197.14
2024-12-31,Coffee Machine,Appliances,West,B2B,33,235.99,7787.67,4049.59,3738.08
2024-12-31,Water Purifier,Appliances,South,Wholesale,30,364.22,10926.6,6009.63,4916.97
2024-12-31,Whiteboard,Stationery,Central,Online,7,33.25,232.75,93.1,139.65
2024-12-31,Office Chair,Furniture,East,Retail,12,227.76,2733.12,1503.22,1229.9
2024-12-31,Whiteboard,Stationery,East,B2B,22,58.6,1289.2,515.68,773.52
2024-12-31,Monitor 27inch,Electronics,Central,Retail,2,431.96,863.92,518.35,345.57
2025-01-01,Whiteboard,Stationery,North,Wholesale,14,63.88,894.32,357.73,536.59
2025-01-01,Notebook Pack,Stationery,Central,B2B,12,17.26,207.12,62.14,144.98
2025-01-01,Printer Paper,Stationery,South,B2B,12,17.49,209.88,52.47,157.41
2025-01-01,Headset Pro,Accessories,Central,Wholesale,12,117.27,1407.24,675.48,731.76
2025-01-01,USB-C Hub,Electronics,Central,B2B,8,73.6,588.8,264.96,323.84
2025-01-01,Standing Desk,Furniture,South,Online,1,618.4,618.4,358.67,259.73
2025-01-01,Headset Pro,Accessories,Central,Online,3,68.32,204.96,98.38,106.58
2025-01-02,Desk Lamp,Furniture,North,Online,1,20.74,20.74,7.26,13.48
2025-01-02,Notebook Pack,Stationery,West,B2B,10,13.64,136.4,40.92,95.48
2025-01-02,Printer Paper,Stationery,North,Wholesale,18,10.36,186.48,46.62,139.86
2025-01-02,Coffee Machine,Appliances,Central,Wholesale,16,343.9,5502.4,2861.25,2641.15
2025-01-02,Notebook Pack,Stationery,South,Retail,16,6.09,97.44,29.23,68.21
2025-01-02,Printer Paper,Stationery,East,B2B,12,22.97,275.64,68.91,206.73
2025-01-02,Standing Desk,Furniture,South,Retail,6,585.88,3515.28,2038.86,1476.42
2025-01-02,Printer Paper,Stationery,West,Wholesale,12,20.87,250.44,62.61,187.83
2025-01-02,Laptop Pro,Electronics,Central,Online,10,1045.14,10451.4,6793.41,3657.99
2025-01-02,Office Chair,Furniture,South,Online,19,295.83,5620.77,3091.42,2529.35
2025-01-02,Webcam HD,Accessories,South,Retail,18,71.43,1285.74,540.01,745.73
2025-01-03,Monitor 27inch,Electronics,West,Online,14,253.31,3546.34,2127.8,1418.54
2025-01-03,Standing Desk,Furniture,North,Online,4,513.3,2053.2,1190.86,862.34
2025-01-03,Printer Paper,Stationery,South,Wholesale,8,10.62,84.96,21.24,63.72
2025-01-03,Water Purifier,Appliances,East,B2B,5,229.49,1147.45,631.1,516.35
2025-01-03,Whiteboard,Stationery,East,B2B,7,50.43,353.01,141.2,211.81
2025-01-04,USB-C Hub,Electronics,South,B2B,1,50.97,50.97,22.94,28.03
2025-01-04,Water Purifier,Appliances,Central,Wholesale,8,234.87,1878.96,1033.43,845.53
2025-01-04,Office Chair,Furniture,West,Wholesale,8,349.68,2797.44,1538.59,1258.85
2025-01-04,Monitor 27inch,Electronics,West,B2B,17,331.76,5639.92,3383.95,2255.97
2025-01-04,Office Chair,Furniture,South,Wholesale,16,333.48,5335.68,2934.62,2401.06
2025-01-04,USB-C Hub,Electronics,West,B2B,12,71.12,853.44,384.05,469.39
2025-01-04,Desk Lamp,Furniture,North,Retail,6,59.79,358.74,125.56,233.18
2025-01-05,Office Chair,Furniture,Central,Online,4,372.21,1488.84,818.86,669.98
2025-01-05,Standing Desk,Furniture,West,B2B,18,563.8,10148.4,5886.07,4262.33
2025-01-05,Monitor 27inch,Electronics,North,B2B,12,379.46,4553.52,2732.11,1821.41
2025-01-05,Wireless Mouse,Electronics,Central,Online,7,16.94,118.58,47.43,71.15
2025-01-05,Wireless Mouse,Electronics,East,Wholesale,19,37.22,707.18,282.87,424.31
2025-01-05,Office Chair,Furniture,East,Retail,8,308.56,2468.48,1357.66,1110.82
2025-01-05,Webcam HD,Accessories,East,Retail,16,88.68,1418.88,595.93,822.95
2025-01-05,Monitor 27inch,Electronics,East,Wholesale,2,379.59,759.18,455.51,303.67
2025-01-05,Printer Paper,Stationery,Central,Retail,17,21.95,373.15,93.29,279.86
2025-01-05,Monitor 27inch,Electronics,Central,Retail,18,463.13,8336.34,5001.8,3334.54
2025-01-06,Wireless Mouse,Electronics,Central,Online,16,31.42,502.72,201.09,301.63
2025-01-06,Mechanical Keyboard,Electronics,Central,B2B,15,111.81,1677.15,838.58,838.57
2025-01-06,Monitor 27inch,Electronics,Central,Online,12,276.35,3316.2,1989.72,1326.48
2025-01-06,Headset Pro,Accessories,North,B2B,8,53.7,429.6,206.21,223.39
2025-01-06,Coffee Machine,Appliances,South,Wholesale,15,180.37,2705.55,1406.89,1298.66
2025-01-06,Monitor 27inch,Electronics,East,B2B,14,293.2,4104.8,2462.88,1641.92
2025-01-06,Office Chair,Furniture,South,Online,18,332.23,5980.14,3289.08,2691.06
2025-01-06,Monitor 27inch,Electronics,West,Wholesale,19,402.47,7646.93,4588.16,3058.77
2025-01-06,Coffee Machine,Appliances,East,Online,5,213.79,1068.95,555.85,513.1
2025-01-07,Notebook Pack,Stationery,South,Retail,17,19.52,331.84,99.55,232.29
2025-01-07,Desk Lamp,Furniture,South,Retail,10,33.89,338.9,118.61,220.29
2025-01-07,Water Purifier,Appliances,East,Wholesale,7,224.7,1572.9,865.1,707.8
2025-01-07,Headset Pro,Accessories,North,Wholesale,13,62.71,815.23,391.31,423.92
2025-01-07,Wireless Mouse,Electronics,North,Online,10,36.64,366.4,146.56,219.84
2025-01-07,Coffee Machine,Appliances,North,Wholesale,13,214.66,2790.58,1451.1,1339.48
2025-01-07,Office Chair,Furniture,Central,B2B,6,192.42,1154.52,634.99,519.53
2025-01-07,Mechanical Keyboard,Electronics,North,Online,1,127.77,127.77,63.88,63.89
2025-01-07,Water Purifier,Appliances,West,Online,3,287.1,861.3,473.72,387.58
2025-01-08,Standing Desk,Furniture,East,B2B,1,492.15,492.15,285.45,206.7
2025-01-08,Wireless Mouse,Electronics,North,Retail,12,40.48,485.76,194.3,291.46
2025-01-08,Office Chair,Furniture,North,Retail,11,273.88,3012.68,1656.97,1355.71
2025-01-08,Webcam HD,Accessories,East,Online,4,104.67,418.68,175.85,242.83
2025-01-08,Desk Lamp,Furniture,North,B2B,4,59.1,236.4,82.74,153.66
2025-01-08,Headset Pro,Accessories,East,Wholesale,12,97.47,1169.64,561.43,608.21
2025-01-09,Desk Lamp,Furniture,West,B2B,8,42.54,340.32,119.11,221.21
2025-01-09,Headset Pro,Accessories,West,Wholesale,7,95.95,671.65,322.39,349.26
2025-01-09,USB-C Hub,Electronics,Central,,6,73.5,441.0,198.45,242.55
2025-01-09,Wireless Mouse,Electronics,East,Retail,11,28.46,313.06,125.22,187.84
2025-01-09,Water Purifier,Appliances,South,B2B,8,197.8,1582.4,870.32,712.08
2025-01-09,Mechanical Keyboard,Electronics,Central,B2B,16,71.62,1145.92,572.96,572.96
2025-01-09,Whiteboard,Stationery,East,Online,10,72.31,723.1,289.24,433.86
2025-01-09,Webcam HD,Accessories,Central,Retail,8,117.75,942.0,395.64,546.36
2025-01-09,Coffee Machine,Appliances,North,Online,8,213.39,1707.12,887.7,819.42
2025-01-09,Laptop Pro,Electronics,North,Online,4,1186.97,4747.88,3086.12,1661.76
2025-01-10,Standing Desk,Furniture,Central,Wholesale,15,372.5,5587.5,3240.75,2346.75
2025-01-10,Monitor 27inch,Electronics,East,B2B,8,484.59,3876.72,2326.03,1550.69
2025-01-10,Desk Lamp,Furniture,West,Online,18,35.58,640.44,224.15,416.29
2025-01-10,Headset Pro,Accessories,Central,Online,19,136.84,2599.96,1247.98,1351.98
2025-01-10,Laptop Pro,Electronics,Central,B2B,10,1272.43,12724.3,8270.8,4453.5
2025-01-10,Mechanical Keyboard,Electronics,East,Online,1,132.75,132.75,66.38,66.37
2025-01-10,Monitor 27inch,Electronics,East,B2B,8,349.63,2797.04,1678.22,1118.82
2025-01-10,Coffee Machine,Appliances,South,Wholesale,5,260.24,1301.2,676.62,624.58
2025-01-10,Coffee Machine,Appliances,North,B2B,19,197.16,3746.04,1947.94,1798.1
2025-01-10,Whiteboard,Stationery,North,Online,19,55.27,1050.13,420.05,630.08
2025-01-11,Desk Lamp,Furniture,North,Retail,14,26.88,376.32,131.71,244.61
2025-01-11,Water Purifier,Appliances,West,B2B,5,164.13,820.65,451.36,369.29
2025-01-11,USB-C Hub,Electronics,Central,Wholesale,12,61.93,743.16,334.42,408.74
2025-01-11,Monitor 27inch,Electronics,North,Online,1,251.88,251.88,151.13,100.75
2025-01-11,Desk Lamp,Furniture,South,Wholesale,8,56.05,448.4,156.94,291.46
2025-01-12,Desk Lamp,Furniture,East,Retail,10,27.51,275.1,96.28,178.82
2025-01-12,Notebook Pack,Stationery,East,Online,18,18.73,337.14,101.14,236.0
2025-01-12,Desk Lamp,Furniture,Central,B2B,8,56.0,448.0,156.8,291.2
2025-01-12,Laptop Pro,Electronics,East,Online,16,1040.18,16642.88,10817.87,5825.01
2025-01-12,Monitor 27inch,Electronics,Central,Wholesale,16,357.49,5719.84,3431.9,2287.94
2025-01-12,Headset Pro,Accessories,Central,Retail,15,103.22,1548.3,743.18,805.12
2025-01-12,Headset Pro,Accessories,East,Retail,9,80.96,728.64,349.75,378.89
2025-01-12,Laptop Pro,Electronics,North,Wholesale,4,1012.61,4050.44,2632.79,1417.65
2025-01-12,Wireless Mouse,Electronics,Central,Wholesale,9,17.59,158.31,63.32,94.99
2025-01-12,Printer Paper,Stationery,South,Wholesale,7,15.21,106.47,26.62,79.85
2025-01-12,Laptop Pro,Electronics,East,Online,18,829.37,14928.66,9703.63,5225.03
2025-01-12,Standing Desk,Furniture,Central,B2B,9,455.68,4101.12,2378.65,1722.47
2025-01-12,Whiteboard,Stationery,North,Retail,8,61.33,490.64,196.26,294.38
2025-01-13,Laptop Pro,Electronics,South,Wholesale,11,1166.15,12827.65,8337.97,4489.68
2025-01-13,Standing Desk,Furniture,East,B2B,14,426.22,5967.08,3460.91,2506.17
2025-01-13,Whiteboard,Stationery,West,B2B,14,62.0,868.0,347.2,520.8
2025-01-13,Wireless Mouse,Electronics,West,Online,19,18.77,356.63,142.65,213.98
2025-01-13,Coffee Machine,Appliances,North,Retail,14,123.35,1726.9,897.99,828.91
2025-01-13,Headset Pro,Accessories,North,Retail,18,116.07,2089.26,1002.84,1086.42
2025-01-13,Monitor 27inch,Electronics,South,Online,18,485.22,8733.96,5240.38,3493.58
2025-01-13,Mechanical Keyboard,Electronics,East,B2B,7,99.45,696.15,348.07,348.08
2025-01-13,Desk Lamp,Furniture,North,Retail,7,48.56,339.92,118.97,220.95
2025-01-14,Coffee Machine,Appliances,East,B2B,1,106.35,106.35,55.3,51.05
2025-01-14,Webcam HD,Accessories,West,Wholesale,12,51.16,613.92,257.85,356.07
2025-01-14,Mechanical Keyboard,Electronics,North,Retail,5,118.12,590.6,295.3,295.3
2025-01-14,Mechanical Keyboard,Electronics,North,Online,16,97.3,1556.8,778.4,778.4
2025-01-14,Desk Lamp,Furniture,East,B2B,4,42.97,171.88,60.16,111.72
2025-01-14,Wireless Mouse,Electronics,North,Retail,10,44.04,440.4,176.16,264.24
2025-01-14,Webcam HD,Accessories,East,Wholesale,12,40.8,489.6,205.63,283.97
2025-01-14,Whiteboard,Stationery,East,Wholesale,5,50.13,250.65,100.26,150.39
2025-01-14,Notebook Pack,Stationery,West,B2B,12,12.17,146.04,43.81,102.23
2025-01-14,Coffee Machine,Appliances,East,Wholesale,9,228.52,2056.68,1069.47,987.21
2025-01-15,Laptop Pro,Electronics,North,B2B,16,1151.8,18428.8,11978.72,6450.08
2025-01-15,Headset Pro,Accessories,West,Retail,15,137.46,2061.9,989.71,1072.19
2025-01-15,USB-C Hub,Electronics,South,B2B,1,46.44,46.44,20.9,25.54
2025-01-15,Printer Paper,Stationery,West,Retail,16,23.7,379.2,94.8,284.4
2025-01-15,Webcam HD,Accessories,Central,B2B,9,67.36,606.24,254.62,351.62
2025-01-15,Webcam HD,Accessories,North,Online,2,55.23,110.46,46.39,64.07
2025-01-15,Mechanical Keyboard,Electronics,Central,B2B,10,139.48,1394.8,697.4,697.4
2025-01-15,Webcam HD,Accessories,South,Online,11,77.64,854.04,358.7,495.34
2025-01-15,Desk Lamp,Furniture,West,B2B,4,49.1,196.4,68.74,127.66
2025-01-16,Coffee Machine,Appliances,West,Wholesale,8,101.22,809.76,421.08,388.68
2025-01-16,Water Purifier,Appliances,West,Wholesale,1,212.12,212.12,116.67,95.45
2025-01-16,Wireless Mouse,Electronics,South,B2B,7,26.91,188.37,75.35,113.02
2025-01-16,Office Chair,Furniture,Central,Retail,5,270.87,1354.35,744.89,609.46
2025-01-16,Notebook Pack,Stationery,Central,Online,12,18.53,222.36,66.71,155.65
2025-01-16,Notebook Pack,Stationery,Central,Online,16,5.21,83.36,25.01,58.35
2025-01-16,Office Chair,Furniture,South,B2B,9,157.83,1420.47,781.26,639.21
2025-01-16,USB-C Hub,Electronics,West,Online,17,64.6,1098.2,494.19,604.01
2025-01-17,Water Purifier,Appliances,North,B2B,3,339.19,1017.57,559.66,457.91
2025-01-17,Standing Desk,Furniture,North,Online,15,476.92,7153.8,4149.2,3004.6
2025-01-17,Webcam HD,Accessories,West,B2B,19,52.39,995.41,418.07,577.34
2025-01-17,Notebook Pack,Stationery,West,Wholesale,9,8.53,76.77,23.03,53.74
2025-01-17,Office Chair,Furniture,East,Retail,10,160.47,1604.7,882.59,722.11
2025-01-17,Headset Pro,Accessories,North,B2B,16,53.73,859.68,412.65,447.03
2025-01-17,Wireless Mouse,Electronics,Central,Retail,16,25.05,400.8,160.32,240.48
2025-01-17,USB-C Hub,Electronics,North,Wholesale,13,50.63,658.19,296.19,362.0
2025-01-18,Standing Desk,Furniture,North,Wholesale,10,357.42,3574.2,2073.04,1501.16
2025-01-18,Printer Paper,Stationery,North,B2B,12,11.54,138.48,34.62,103.86
2025-01-18,Monitor 27inch,Electronics,West,B2B,5,412.47,2062.35,1237.41,824.94
2025-01-18,Notebook Pack,Stationery,West,Wholesale,19,17.38,330.22,99.07,231.15
2025-01-18,Standing Desk,Furniture,West,Retail,16,529.38,8470.08,4912.65,3557.43
2025-01-18,Headset Pro,Accessories,East,Online,3,111.07,333.21,159.94,173.27
2025-01-18,Notebook Pack,Stationery,East,B2B,14,14.35,200.9,60.27,140.63
2025-01-18,Wireless Mouse,Electronics,South,Online,9,18.49,166.41,66.56,99.85
2025-01-19,Whiteboard,Stationery,North,Retail,9,32.17,289.53,115.81,173.72
2025-01-19,Headset Pro,Accessories,North,Wholesale,19,199.96,3799.24,1823.64,1975.6
2025-01-19,Water Purifier,Appliances,North,Wholesale,19,340.61,6471.59,3559.37,2912.22
2025-01-19,Monitor 27inch,Electronics,Central,Online,17,352.2,5987.4,3592.44,2394.96
2025-01-19,Printer Paper,Stationery,West,,19,24.44,464.36,116.09,348.27
2025-01-19,Office Chair,Furniture,North,Online,10,172.53,1725.3,948.92,776.38
2025-01-20,USB-C Hub,Electronics,Central,Online,16,55.87,893.92,402.26,491.66
2025-01-20,Coffee Machine,Appliances,East,Retail,19,208.31,3957.89,2058.1,1899.79
2025-01-20,Printer Paper,Stationery,West,B2B,10,9.06,90.6,22.65,67.95
2025-01-20,Monitor 27inch,Electronics,East,Wholesale,11,349.47,3844.17,2306.5,1537.67
2025-01-20,Water Purifier,Appliances,East,B2B,4,230.86,923.44,507.89,415.55
2025-01-20,Monitor 27inch,Electronics,West,B2B,12,482.03,5784.36,3470.62,2313.74
2025-01-20,Office Chair,Furniture,East,B2B,12,165.11,1981.32,1089.73,891.59
2025-01-20,Desk Lamp,Furniture,East,Online,2,43.61,87.22,30.53,56.69
2025-01-20,Mechanical Keyboard,Electronics,Central,Retail,16,61.73,987.68,493.84,493.84
2025-01-20,Headset Pro,Accessories,West,Wholesale,8,193.4,1547.2,742.66,804.54
2025-01-21,Standing Desk,Furniture,North,Retail,8,505.44,4043.52,2345.24,1698.28
2025-01-21,Office Chair,Furniture,East,Online,12,384.27,4611.24,2536.18,2075.06
2025-01-21,Mechanical Keyboard,Electronics,Central,Retail,3,61.99,185.97,92.98,92.99
2025-01-21,Laptop Pro,Electronics,North,B2B,7,1366.6,9566.2,6218.03,3348.17
2025-01-21,Whiteboard,Stationery,Central,Wholesale,4,45.23,180.92,72.37,108.55
2025-01-21,USB-C Hub,Electronics,West,Retail,1,54.27,54.27,24.42,29.85
2025-01-21,Office Chair,Furniture,North,Retail,6,256.3,1537.8,845.79,692.01
2025-01-21,Whiteboard,Stationery,East,B2B,10,75.31,753.1,301.24,451.86
2025-01-21,Mechanical Keyboard,Electronics,South,Online,18,145.11,2611.98,1305.99,1305.99
2025-01-21,Coffee Machine,Appliances,West,Retail,8,229.2,1833.6,953.47,880.13
2025-01-21,Monitor 27inch,Electronics,East,B2B,14,339.25,4749.5,2849.7,1899.8
2025-01-21,Laptop Pro,Electronics,East,Retail,12,1031.17,12374.04,8043.13,4330.91
2025-01-22,Coffee Machine,Appliances,West,Retail,14,199.25,2789.5,1450.54,1338.96
2025-01-22,Headset Pro,Accessories,South,Online,1,113.77,113.77,54.61,59.16
2025-01-22,Notebook Pack,Stationery,East,Wholesale,9,12.34,111.06,33.32,77.74
2025-01-22,Coffee Machine,Appliances,Central,Online,16,153.9,2462.4,1280.45,1181.95
2025-01-22,Webcam HD,Accessories,North,Wholesale,13,50.74,659.62,277.04,382.58
2025-01-23,Office Chair,Furniture,East,Wholesale,11,237.01,2607.11,1433.91,1173.2
2025-01-23,Webcam HD,Accessories,South,Online,10,108.32,1083.2,454.94,628.26
2025-01-23,Coffee Machine,Appliances,Central,Retail,14,109.44,1532.16,796.72,735.44
2025-01-23,Desk Lamp,Furniture,South,Wholesale,18,36.66,659.88,230.96,428.92
2025-01-23,Laptop Pro,Electronics,Central,Online,13,868.84,11294.92,7341.7,3953.22
2025-01-23,Monitor 27inch,Electronics,West,Online,3,408.05,1224.15,734.49,489.66
2025-01-23,Standing Desk,Furniture,North,B2B,14,669.87,9378.18,5439.34,3938.84
2025-01-23,Standing Desk,Furniture,North,Online,12,631.83,7581.96,4397.54,3184.42
2025-01-23,Wireless Mouse,Electronics,Central,Retail,8,21.18,169.44,67.78,101.66
2025-01-23,Mechanical Keyboard,Electronics,East,Retail,12,133.24,1598.88,799.44,799.44
2025-01-24,Printer Paper,Stationery,South,B2B,4,23.99,95.96,23.99,71.97
2025-01-24,Webcam HD,Accessories,East,Online,9,74.31,668.79,280.89,387.9
2025-01-24,Coffee Machine,Appliances,North,Wholesale,4,332.17,1328.68,690.91,637.77
2025-01-24,Office Chair,Furniture,Central,Retail,13,398.93,5186.09,2852.35,2333.74
2025-01-24,Coffee Machine,Appliances,Central,Retail,8,151.63,1213.04,630.78,582.26
